fid,hovedtyper_fkey,langkode,kode_id,navn,kartleggingsenhet_m005_fkey,kartleggingsenhet_m020_fkey,kartleggingsenhet_m050_fkey
1088,372,NIN-3.0-T-C-PE-NA-MB-TA01-29,TA01-29,TA01-29 Svært lite uttørkingseksponert noe kalkrikt iblant overrislet berg,TA01-M005-05,TA01-M020-02,TA01-M050-01
1089,372,NIN-3.0-T-C-PE-NA-MB-TA01-28,TA01-28,TA01-28 Svært uttørkingseksponert noe kalkfattig berg,TA01-M005-04,TA01-M020-01,TA01-M050-01
1090,372,NIN-3.0-T-C-PE-NA-MB-TA01-27,TA01-27,TA01-27 Nokså uttørkingseksponert noe kalkfattig berg,TA01-M005-04,TA01-M020-01,TA01-M050-01
1091,372,NIN-3.0-T-C-PE-NA-MB-TA01-26,TA01-26,TA01-26 Nokså lite uttørkingseksponert noe kalkfattig berg,TA01-M005-03,TA01-M020-01,TA01-M050-01
1092,372,NIN-3.0-T-C-PE-NA-MB-TA01-25,TA01-25,TA01-25 Svært lite uttørkingseksponert noe kalkfattig berg,TA01-M005-03,TA01-M020-01,TA01-M050-01
1093,372,NIN-3.0-T-C-PE-NA-MB-TA01-24,TA01-24,TA01-24 Svært uttørkingseksponert svært kalkfattig berg,TA01-M005-02,TA01-M020-01,TA01-M050-01
1094,372,NIN-3.0-T-C-PE-NA-MB-TA01-23,TA01-23,TA01-23 Nokså uttørkingseksponert svært kalkfattig berg,TA01-M005-02,TA01-M020-01,TA01-M050-01
1095,372,NIN-3.0-T-C-PE-NA-MB-TA01-22,TA01-22,TA01-22 Nokså lite uttørkingseksponert svært kalkfattig berg,TA01-M005-01,TA01-M020-01,TA01-M050-01
1096,372,NIN-3.0-T-C-PE-NA-MB-TA01-21,TA01-21,TA01-21 Svært lite uttørkingseksponert svært kalkfattig berg,TA01-M005-01,TA01-M020-01,TA01-M050-01
1097,372,NIN-3.0-T-C-PE-NA-MB-TA01-20,TA01-20,TA01-20 Svært uttørkingseksponert ekstremt kalkrik bergvegg,TA01-M005-10,TA01-M020-03,TA01-M050-02
1098,372,NIN-3.0-T-C-PE-NA-MB-TA01-19,TA01-19,TA01-19 Nokså uttørkingseksponert ekstremt kalkrik bergvegg,TA01-M005-10,TA01-M020-03,TA01-M050-02
1099,372,NIN-3.0-T-C-PE-NA-MB-TA01-18,TA01-18,TA01-18 Nokså lite uttørkingseksponert ekstremt kalkrik bergvegg,TA01-M005-09,TA01-M020-03,TA01-M050-02
1100,372,NIN-3.0-T-C-PE-NA-MB-TA01-17,TA01-17,TA01-17 Svært lite uttørkingseksponert ekstremt kalkrik bergvegg,TA01-M005-09,TA01-M020-03,TA01-M050-02
1101,372,NIN-3.0-T-C-PE-NA-MB-TA01-16,TA01-16,TA01-16 Svært uttørkingseksponert klart kalkrik bergvegg,TA01-M005-08,TA01-M020-03,TA01-M050-02
1102,372,NIN-3.0-T-C-PE-NA-MB-TA01-15,TA01-15,TA01-15 Nokså uttørkingseksponert klart kalkrik bergvegg,TA01-M005-08,TA01-M020-03,TA01-M050-02
1103,372,NIN-3.0-T-C-PE-NA-MB-TA01-14,TA01-14,TA01-14 Nokså lite uttørkingseksponert klart kalkrik bergvegg,TA01-M005-07,TA01-M020-03,TA01-M050-02
1104,372,NIN-3.0-T-C-PE-NA-MB-TA01-13,TA01-13,TA01-13 Svært lite uttørkingseksponert klart kalkrik bergvegg,TA01-M005-07,TA01-M020-03,TA01-M050-02
1105,372,NIN-3.0-T-C-PE-NA-MB-TA01-12,TA01-12,TA01-12 Svært uttørkingseksponert noe kalkrik bergvegg,TA01-M005-06,TA01-M020-02,TA01-M050-01
1106,372,NIN-3.0-T-C-PE-NA-MB-TA01-11,TA01-11,TA01-11 Nokså uttørkingseksponert noe kalkrik bergvegg,TA01-M005-06,TA01-M020-02,TA01-M050-01
1107,372,NIN-3.0-T-C-PE-NA-MB-TA01-10,TA01-10,TA01-10 Nokså lite uttørkingseksponert noe kalkrik bergvegg,TA01-M005-05,TA01-M020-02,TA01-M050-01
1108,372,NIN-3.0-T-C-PE-NA-MB-TA01-09,TA01-09,TA01-09 Svært lite uttørkingseksponert noe kalkrik bergvegg,TA01-M005-05,TA01-M020-02,TA01-M050-01
1109,372,NIN-3.0-T-C-PE-NA-MB-TA01-08,TA01-08,TA01-08 Svært uttørkingseksponert noe kalkfattig bergvegg,TA01-M005-04,TA01-M020-01,TA01-M050-01
1110,372,NIN-3.0-T-C-PE-NA-MB-TA01-07,TA01-07,TA01-07 Nokså uttørkingseksponert noe kalkfattig bergvegg,TA01-M005-04,TA01-M020-01,TA01-M050-01
1111,372,NIN-3.0-T-C-PE-NA-MB-TA01-06,TA01-06,TA01-06 Nokså lite uttørkingseksponert noe kalkfattig bergvegg,TA01-M005-03,TA01-M020-01,TA01-M050-01
1112,372,NIN-3.0-T-C-PE-NA-MB-TA01-05,TA01-05,TA01-05 Svært lite uttørkingseksponert noe kalkfattig bergvegg,TA01-M005-03,TA01-M020-01,TA01-M050-01
1113,372,NIN-3.0-T-C-PE-NA-MB-TA01-04,TA01-04,TA01-04 Svært uttørkingseksponert svært kalkfattig bergvegg,TA01-M005-02,TA01-M020-01,TA01-M050-01
1114,372,NIN-3.0-T-C-PE-NA-MB-TA01-03,TA01-03,TA01-03 Nokså uttørkingseksponert svært kalkfattig bergvegg,TA01-M005-02,TA01-M020-01,TA01-M050-01
1115,372,NIN-3.0-T-C-PE-NA-MB-TA01-02,TA01-02,TA01-02 Nokså lite uttørkingseksponert svært kalkfattig bergvegg,TA01-M005-01,TA01-M020-01,TA01-M050-01
1116,372,NIN-3.0-T-C-PE-NA-MB-TA01-01,TA01-01,TA01-01 Svært lite uttørkingseksponert svært kalkfattig bergvegg,TA01-M005-01,TA01-M020-01,TA01-M050-01
1117,373,NIN-3.0-T-C-PE-NA-MB-MM02-02,MM02-02,MM02-02 Sterkt endret marin bunn av overveiende uorganisk substrat preget av kronisk kjemisk påvirkning,MM02-M005-02,MM02-M020-02,MM02-M050-02
1118,373,NIN-3.0-T-C-PE-NA-MB-MM02-01,MM02-01,MM02-01 Sterkt endret marin fastbunn preget av kronisk kjemisk påvirkning,MM02-M005-01,MM02-M020-01,MM02-M050-01
1119,374,NIN-3.0-T-C-PE-NA-MB-MM01-06,MM01-06,MM01-06 Sterkt endret eller ny marin bunn av dy og gytje,MM01-M005-06,MM01-M020-05,MM01-M050-04
1120,374,NIN-3.0-T-C-PE-NA-MB-MM01-05,MM01-05,MM01-05 Sterkt endret eller ny overveiende uorganisk noe finmaterialrik til -dominert marin bunn,MM01-M005-05,MM01-M020-04,MM01-M050-03
1121,374,NIN-3.0-T-C-PE-NA-MB-MM01-04,MM01-04,MM01-04 Sterkt endret eller ny overveiende uorganisk finmaterialfattig marin bunn,MM01-M005-04,MM01-M020-04,MM01-M050-03
1122,374,NIN-3.0-T-C-PE-NA-MB-MM01-03,MM01-03,MM01-03 Sterkt endret eller ny marin fastbunn i afotisk sone,MM01-M005-03,MM01-M020-03,MM01-M050-02
1123,374,NIN-3.0-T-C-PE-NA-MB-MM01-02,MM01-02,MM01-02 Sterkt endret eller ny marin fastbunn i nedre sjøkantbelte til rødalgebeltet,MM01-M005-02,MM01-M020-02,MM01-M050-01
1124,374,NIN-3.0-T-C-PE-NA-MB-MM01-01,MM01-01,MM01-01 Sterkt endret eller ny marin fastbunn i øvre sjøkantbelte,MM01-M005-01,MM01-M020-01,MM01-M050-01
1125,375,NIN-3.0-T-C-PE-NA-MB-MJ01-01,MJ01-01,MJ01-01 Taretrålingsbunn,MJ01-M005-01,MJ01-M020-01,MJ01-M050-01
1126,376,NIN-3.0-T-C-PE-NA-MB-MF01-02,MF01-02,MF01-02 Undervannseng i ekstrembrakt vann,MF01-M005-02,MF01-M020-02,MF01-M050-01
1127,376,NIN-3.0-T-C-PE-NA-MB-MF01-01,MF01-01,MF01-01 Undervannseng i nokså brakt vann,MF01-M005-01,MF01-M020-01,MF01-M050-01
1128,377,NIN-3.0-T-C-PE-NA-MB-MC10-01,MC10-01,MC10-01 Havis-underside,MC10-M005-01,MC10-M020-01,MC10-M050-01
1129,378,NIN-3.0-T-C-PE-NA-MB-MC09-02,MC09-02,MC09-02 Brakkvannspreget havisbunn,MC09-M005-02,MC09-M020-02,MC09-M050-01
1130,378,NIN-3.0-T-C-PE-NA-MB-MC09-01,MC09-01,MC09-01 Temmelig til normalsalt havisbunn,MC09-M005-01,MC09-M020-01,MC09-M050-01
1131,379,NIN-3.0-T-C-PE-NA-MB-MC08-04,MC08-04,MC08-04 Afotisk oksygenfri marin bunn,MC08-M005-04,MC08-M020-04,MC08-M050-02
1132,379,NIN-3.0-T-C-PE-NA-MB-MC08-03,MC08-03,MC08-03 Afotisk periodisk oksygenfri marin bunn,MC08-M005-03,MC08-M020-03,MC08-M050-01
1133,379,NIN-3.0-T-C-PE-NA-MB-MC08-02,MC08-02,MC08-02 Eufotisk oksygenfri marin bunn,MC08-M005-02,MC08-M020-02,MC08-M050-02
1134,379,NIN-3.0-T-C-PE-NA-MB-MC08-01,MC08-01,MC08-01 Eufotisk periodisk oksygenfri marin bunn,MC08-M005-01,MC08-M020-01,MC08-M050-01
1135,380,NIN-3.0-T-C-PE-NA-MB-MC07-03,MC07-03,MC07-03 Svært sterkt til disruptivt jordvarmepåvirket varm havkilde,MC07-M005-03,MC07-M020-03,MC07-M050-02
1136,380,NIN-3.0-T-C-PE-NA-MB-MC07-02,MC07-02,MC07-02 Temmelig til sterkt jordvarmepåvirket varm havkilde,MC07-M005-02,MC07-M020-02,MC07-M050-01
1137,380,NIN-3.0-T-C-PE-NA-MB-MC07-01,MC07-01,MC07-01 Litt til klart jordvarmepåvirket varm havkilde,MC07-M005-01,MC07-M020-01,MC07-M050-01
1138,381,NIN-3.0-T-C-PE-NA-MB-MC06-05,MC06-05,MC06-05 Vann- og gassførende kald havkilde i dyphavsvann,MC06-M005-05,MC06-M020-05,MC06-M050-03
1139,381,NIN-3.0-T-C-PE-NA-MB-MC06-04,MC06-04,MC06-04 Mudderførende kald havkilde i intermediært vann,MC06-M005-04,MC06-M020-04,MC06-M050-02
1140,381,NIN-3.0-T-C-PE-NA-MB-MC06-03,MC06-03,MC06-03 Vann- og gassførende kald havkilde i intermediært vann,MC06-M005-03,MC06-M020-03,MC06-M050-02
1141,381,NIN-3.0-T-C-PE-NA-MB-MC06-02,MC06-02,MC06-02 Mudderførende kald havkilde i atlantisk vann,MC06-M005-02,MC06-M020-02,MC06-M050-01
1142,381,NIN-3.0-T-C-PE-NA-MB-MC06-01,MC06-01,MC06-01 Vann- og gassførende kald havkilde i atlantisk vann,MC06-M005-01,MC06-M020-01,MC06-M050-01
1143,382,NIN-3.0-T-C-PE-NA-MB-MC05-05,MC05-05,MC05-05 Marine grotter og overheng i rødalgebeltet og det afotiske beltet,MC05-M005-03,MC05-M020-02,MC05-M050-01
1144,382,NIN-3.0-T-C-PE-NA-MB-MC05-04,MC05-04,MC05-04 Marine grotter ovenfor rødalgebeltet,MC05-M005-02,MC05-M020-02,MC05-M050-01
1145,382,NIN-3.0-T-C-PE-NA-MB-MC05-03,MC05-03,MC05-03 Marine grotteinnganger og overheng ovenfor rødalgebeltet,MC05-M005-02,MC05-M020-02,MC05-M050-01
1146,382,NIN-3.0-T-C-PE-NA-MB-MC05-02,MC05-02,MC05-02 Marine grotter i øvre sjøkantbelte,MC05-M005-01,MC05-M020-01,MC05-M050-01
1147,382,NIN-3.0-T-C-PE-NA-MB-MC05-01,MC05-01,MC05-01 Marine grotteinnganger og overheng i øvre sjøkantbelte,MC05-M005-01,MC05-M020-01,MC05-M050-01
1148,383,NIN-3.0-T-C-PE-NA-MB-MC04-10,MC04-10,MC04-10 Brakkvannsbunn preget av disruptiv sedimentasjon,MC04-M005-10,MC04-M020-06,MC04-M050-01
1149,383,NIN-3.0-T-C-PE-NA-MB-MC04-09,MC04-09,MC04-09 Ekstrembrakk svært kalkrik dy- og gytjebunn,MC04-M005-09,MC04-M020-05,MC04-M050-01
1150,383,NIN-3.0-T-C-PE-NA-MB-MC04-08,MC04-08,MC04-08 Ekstrembrakk moderat kalkrik dy- og gytjebunn,MC04-M005-08,MC04-M020-02,MC04-M050-01
1151,383,NIN-3.0-T-C-PE-NA-MB-MC04-07,MC04-07,MC04-07 Nokså brakk dy- og gytjebunn,MC04-M005-07,MC04-M020-01,MC04-M050-01
1152,383,NIN-3.0-T-C-PE-NA-MB-MC04-06,MC04-06,MC04-06 Ekstrembrakk finmaterialrik bunn av overveiende uorganisk substrat,MC04-M005-06,MC04-M020-04,MC04-M050-01
1153,383,NIN-3.0-T-C-PE-NA-MB-MC04-05,MC04-05,MC04-05 Ekstrembrakk noe finmaterialrik bunn av overveiende uorganisk substrat,MC04-M005-05,MC04-M020-03,MC04-M050-01
1154,383,NIN-3.0-T-C-PE-NA-MB-MC04-04,MC04-04,MC04-04 Ekstrembrakk finmaterialfattig bunn av overveiende uorganisk substrat,MC04-M005-04,MC04-M020-03,MC04-M050-01
1155,383,NIN-3.0-T-C-PE-NA-MB-MC04-03,MC04-03,MC04-03 Nokså brakk finmaterialrik bunn av overveiende uorganisk substrat,MC04-M005-03,MC04-M020-02,MC04-M050-01
1156,383,NIN-3.0-T-C-PE-NA-MB-MC04-02,MC04-02,MC04-02 Nokså brakk noe finmaterialrik bunn av overveiende uorganisk substrat,MC04-M005-02,MC04-M020-01,MC04-M050-01
1157,383,NIN-3.0-T-C-PE-NA-MB-MC04-01,MC04-01,MC04-01 Nokså brakk finmaterialfattig bunn av overveiende uorganisk substrat,MC04-M005-01,MC04-M020-01,MC04-M050-01
1158,384,NIN-3.0-T-C-PE-NA-MB-MC03-04,MC03-04,MC03-04 Temporær litoralbassengbunn i supralittoral,MC03-M005-04,MC03-M020-03,MC03-M050-01
1159,384,NIN-3.0-T-C-PE-NA-MB-MC03-03,MC03-03,MC03-03 Permanent litoralbassengbunn i supralittoral,MC03-M005-03,MC03-M020-02,MC03-M050-01
1160,384,NIN-3.0-T-C-PE-NA-MB-MC03-02,MC03-02,MC03-02 Finmaterialrik permanent littoralbassengbunn i geolittoral,MC03-M005-02,MC03-M020-01,MC03-M050-01
1161,384,NIN-3.0-T-C-PE-NA-MB-MC03-01,MC03-01,MC03-01 Finmaterialfattig permanent littoralbassengbunn i geolittoral,MC03-M005-01,MC03-M020-01,MC03-M050-01
1162,385,NIN-3.0-T-C-PE-NA-MB-MC02-13,MC02-13,MC02-13 Fast brakkvannsbunn preget av disruptiv isforstyrrelse,,,MC02-M050-01
1163,385,NIN-3.0-T-C-PE-NA-MB-MC02-12,MC02-12,MC02-12 Bergvegg i ekstrem-brakt vann ovenfor rødalgebeltet,,,MC02-M050-01
1164,385,NIN-3.0-T-C-PE-NA-MB-MC02-11,MC02-11,MC02-11 Moderat til ganske eksponert bergvegg i nokså brakt vann i rødalgebeltet,MC02-M005-06,MC02-M020-02,MC02-M050-01
1165,385,NIN-3.0-T-C-PE-NA-MB-MC02-10,MC02-10,MC02-10 Moderat til ganske eksponert bergvegg i nokså brakt vann ovenfor rødalgebeltet,,MC02-M020-02,MC02-M050-01
1166,385,NIN-3.0-T-C-PE-NA-MB-MC02-09,MC02-09,MC02-09 Godt beskyttet bergvegg i nokså brakt vann ovenfor rødalgebeltet,MC02-M005-09,MC02-M020-01,MC02-M050-01
1167,385,NIN-3.0-T-C-PE-NA-MB-MC02-08,MC02-08,MC02-08 Moderat til ganske eksponert fastbunn i ekstrem-brakt vann ovenfor rødalgebeltet,MC02-M005-08,MC02-M020-04,MC02-M050-01
1168,385,NIN-3.0-T-C-PE-NA-MB-MC02-07,MC02-07,MC02-07 Bunn preget av trådalger i ekstrem-brakt vann ovenfor rødalgebeltet,MC02-M005-07,MC02-M020-03,MC02-M050-01
1169,385,NIN-3.0-T-C-PE-NA-MB-MC02-06,MC02-06,MC02-06 Fastbunn i nokså brakt vann i rødalgebeltet,MC02-M005-06,,MC02-M050-01
1170,385,NIN-3.0-T-C-PE-NA-MB-MC02-05,MC02-05,MC02-05 Ganske eksponert fastbunn i nokså brakt vann i sjøkantnær til midtre sublitoral,MC02-M005-05,MC02-M020-02,MC02-M050-01
1171,385,NIN-3.0-T-C-PE-NA-MB-MC02-04,MC02-04,MC02-04 Moderat eksponert fastbunn i nokså brakt vann i sjøkantnær til midtre sublitoral,MC02-M005-04,MC02-M020-02,MC02-M050-01
1172,385,NIN-3.0-T-C-PE-NA-MB-MC02-03,MC02-03,MC02-03 Ganske eksponert bergvegg i nokså brakt vann i nedre sjøkantbeltet,MC02-M005-03,MC02-M020-02,MC02-M050-01
1173,385,NIN-3.0-T-C-PE-NA-MB-MC02-02,MC02-02,MC02-02 Moderat eksponert fastbunn i nokså brakt vann i nedre sjøkantbeltet,MC02-M005-02,MC02-M020-02,MC02-M050-01
1174,385,NIN-3.0-T-C-PE-NA-MB-MC02-01,MC02-01,MC02-01 Bunn preget av trådalger i nokså brakt vann ovenfor rødalgebeltet,MC02-M005-01,MC02-M020-01,MC02-M050-01
1175,386,NIN-3.0-T-C-PE-NA-MB-MC01-05,MC01-05,MC01-05 Fast brakkvanns-fjærebeltebunn dominert av trådalger,,,MC01-M050-01
1176,386,NIN-3.0-T-C-PE-NA-MB-MC01-04,MC01-04,MC01-04 Ganske- til ekstrembrakk bergvegg i fjærebeltet,,,MC01-M050-01
1177,386,NIN-3.0-T-C-PE-NA-MB-MC01-03,MC01-03,MC01-03 Ekstrembrakk fastbunn i fjærebeltet,MC01-M005-02,MC01-M020-02,MC01-M050-01
1178,386,NIN-3.0-T-C-PE-NA-MB-MC01-02,MC01-02,MC01-02 Nokså brakk fastbunn i marin geolittoral,MC01-M005-01,MC01-M020-01,MC01-M050-01
1179,386,NIN-3.0-T-C-PE-NA-MB-MC01-01,MC01-01,MC01-01 Nokså brakk fastbunn i marin hydrolittoral,MC01-M005-01,MC01-M020-01,MC01-M050-01
1180,387,NIN-3.0-T-C-PE-NA-MB-MB03-02,MB03-02,MB03-02 Havtilknyttet korallrev-bunn,MB03-M005-02,MB03-M020-02,MB03-M050-02
1181,387,NIN-3.0-T-C-PE-NA-MB-MB03-01,MB03-01,MB03-01 Kysttilknyttet korallrev-bunn,MB03-M005-01,MB03-M020-01,MB03-M050-01
1182,388,NIN-3.0-T-C-PE-NA-MB-MB02-02,MB02-02,MB02-02 Hydrolittoral saltvanns-undervannseng,MB02-M005-01,MB02-M020-01,MB02-M050-01
1183,388,NIN-3.0-T-C-PE-NA-MB-MB02-01,MB02-01,MB02-01 Sublittoral saltvanns-undervannseng,MB02-M005-01,MB02-M020-01,MB02-M050-01
1184,389,NIN-3.0-T-C-PE-NA-MB-MB01-05,MB01-05,MB01-05 Ekstrembrakk hydrolittoral helofyttsump,MB01-M005-03,MB01-M020-03,MB01-M050-02
1185,389,NIN-3.0-T-C-PE-NA-MB-MB01-04,MB01-04,MB01-04 Ekstrembrakk sublittoral helofyttsump,MB01-M005-03,MB01-M020-03,MB01-M050-02
1186,389,NIN-3.0-T-C-PE-NA-MB-MB01-03,MB01-03,MB01-03 Nokså brakk hydrolittoral helofyttsump,MB01-M005-02,MB01-M020-02,MB01-M050-02
1187,389,NIN-3.0-T-C-PE-NA-MB-MB01-02,MB01-02,MB01-02 Nokså brakk sublittoral helofyttsump,MB01-M005-02,MB01-M020-02,MB01-M050-02
1188,389,NIN-3.0-T-C-PE-NA-MB-MB01-01,MB01-01,MB01-01 Salt helofyttsump,MB01-M005-01,MB01-M020-01,MB01-M050-01
1189,390,NIN-3.0-T-C-PE-NA-MB-MA06-31,MA06-31,MA06-31 Overveiende uorganisk dyphavsvannssedimentbunn med abyssal næringstilførselsreduksjon,MA06-M005-31,MA06-M020-12,MA06-M050-12
1190,390,NIN-3.0-T-C-PE-NA-MB-MA06-30,MA06-30,MA06-30 Afotisk saltvannsbunn av konsolidert leire,MA06-M005-30,MA06-M020-11,MA06-M050-11
1191,390,NIN-3.0-T-C-PE-NA-MB-MA06-29,MA06-29,MA06-29 Afotisk saltvannsbunn av dy og gytje,MA06-M005-29,,
1192,390,NIN-3.0-T-C-PE-NA-MB-MA06-28,MA06-28,MA06-28 Korallgrusbunn,MA06-M005-28,,
1193,390,NIN-3.0-T-C-PE-NA-MB-MA06-27,MA06-27,MA06-27 Svampspikelbunn,MA06-M005-27,,
1194,390,NIN-3.0-T-C-PE-NA-MB-MA06-26,MA06-26,MA06-26 Afotisk skjellsandbunn,MA06-M005-26,,
1195,390,NIN-3.0-T-C-PE-NA-MB-MA06-25,MA06-25,MA06-25 Afotisk finmaterialrik til dy- og gytjebunn i arktisk vann,MA06-M005-25,MA06-M020-10,MA06-M050-10
1196,390,NIN-3.0-T-C-PE-NA-MB-MA06-24,MA06-24,MA06-24 Afotisk noe finmaterialrik overveiende uorganisk grusbunn i arktisk vann,MA06-M005-24,MA06-M020-09,MA06-M050-09
1197,390,NIN-3.0-T-C-PE-NA-MB-MA06-23,MA06-23,MA06-23 Afotisk noe finmaterialrik overveiende uorganisk sandbunn i arktisk vann,MA06-M005-23,MA06-M020-09,MA06-M050-09
1198,390,NIN-3.0-T-C-PE-NA-MB-MA06-22,MA06-22,MA06-22 Afotisk finmaterialfattig overveiende uorganisk grusbunn i arktisk vann,MA06-M005-22,MA06-M020-09,MA06-M050-09
1199,390,NIN-3.0-T-C-PE-NA-MB-MA06-21,MA06-21,MA06-21 Afotisk finmaterialfattig overveiende uorganisk sandbunn i arktisk vann,MA06-M005-21,MA06-M020-09,MA06-M050-09
1200,390,NIN-3.0-T-C-PE-NA-MB-MA06-20,MA06-20,MA06-20 Finmaterialrik til dy- og gytjebunn i dyphavsvann,MA06-M005-20,MA06-M020-08,MA06-M050-08
1201,390,NIN-3.0-T-C-PE-NA-MB-MA06-19,MA06-19,MA06-19 Noe finmaterialrik overveiende uorganisk grusbunn i dyphavsvann,MA06-M005-19,MA06-M020-07,MA06-M050-07
1202,390,NIN-3.0-T-C-PE-NA-MB-MA06-18,MA06-18,MA06-18 Noe finmaterialrik overveiende uorganisk sandbunn i dyphavsvann,MA06-M005-18,MA06-M020-07,MA06-M050-07
1203,390,NIN-3.0-T-C-PE-NA-MB-MA06-17,MA06-17,MA06-17 Finmaterialfattig overveiende uorganisk grusbunn i dyphavsvann,MA06-M005-17,MA06-M020-07,MA06-M050-07
1204,390,NIN-3.0-T-C-PE-NA-MB-MA06-16,MA06-16,MA06-16 Finmaterialfattig overveiende uorganisk sandbunn i dyphavsvann,MA06-M005-16,MA06-M020-07,MA06-M050-07
1205,390,NIN-3.0-T-C-PE-NA-MB-MA06-15,MA06-15,MA06-15 Finmaterialrik dy- og gytjebunn i intermediært vann,MA06-M005-15,MA06-M020-06,MA06-M050-06
1206,390,NIN-3.0-T-C-PE-NA-MB-MA06-14,MA06-14,MA06-14 Noe finmaterialrik overveiende uorganisk grusbunn i intermediært vann,MA06-M005-14,MA06-M020-05,MA06-M050-05
1207,390,NIN-3.0-T-C-PE-NA-MB-MA06-13,MA06-13,MA06-13 Noe finmaterialrik overveiende uorganisk sandbunn i intermediært vann,MA06-M005-13,MA06-M020-05,MA06-M050-05
1208,390,NIN-3.0-T-C-PE-NA-MB-MA06-12,MA06-12,MA06-12 Finmaterialfattig overveiende uorganisk grusbunn i intermediært vann,MA06-M005-12,MA06-M020-05,MA06-M050-05
1209,390,NIN-3.0-T-C-PE-NA-MB-MA06-11,MA06-11,MA06-11 Finmaterialfattig overveiende uorganisk sandbunn i intermediært vann,MA06-M005-11,MA06-M020-05,MA06-M050-05
1210,390,NIN-3.0-T-C-PE-NA-MB-MA06-10,MA06-10,MA06-10 Afotisk finmaterialrik til -dominert dy- og gytjebunn i atlantisk vann,MA06-M005-10,MA06-M020-04,MA06-M050-04
1211,390,NIN-3.0-T-C-PE-NA-MB-MA06-09,MA06-09,MA06-09 Afotisk noe finmaterialrik overveiende uorganisk grusbunn i atlantisk vann,MA06-M005-09,MA06-M020-03,MA06-M050-03
1212,390,NIN-3.0-T-C-PE-NA-MB-MA06-08,MA06-08,MA06-08 Afotisk noe finmaterialrik overveiende uorganisk sandbunn i atlantisk vann,MA06-M005-08,MA06-M020-03,MA06-M050-03
1213,390,NIN-3.0-T-C-PE-NA-MB-MA06-07,MA06-07,MA06-07 Afotisk finmaterialfattig overveiende uorganisk grusbunn i atlantisk vann,MA06-M005-07,MA06-M020-03,MA06-M050-03
1214,390,NIN-3.0-T-C-PE-NA-MB-MA06-06,MA06-06,MA06-06 Afotisk finmaterialfattig overveiende uorganisk sandbunn i atlantisk vann,MA06-M005-06,MA06-M020-03,MA06-M050-03
1215,390,NIN-3.0-T-C-PE-NA-MB-MA06-05,MA06-05,MA06-05 Afotisk finmaterialrik til dy- og gytjebunn i kystvann,MA06-M005-05,MA06-M020-02,MA06-M050-02
1216,390,NIN-3.0-T-C-PE-NA-MB-MA06-04,MA06-04,MA06-04 Afotisk noe finmaterialrik overveiende uorganisk grusbunn i kystvann,MA06-M005-04,MA06-M020-01,MA06-M050-01
1217,390,NIN-3.0-T-C-PE-NA-MB-MA06-03,MA06-03,MA06-03 Afotisk noe finmaterialrik overveiende uorganisk sandbunn i kystvann,MA06-M005-03,MA06-M020-01,MA06-M050-01
1218,390,NIN-3.0-T-C-PE-NA-MB-MA06-02,MA06-02,MA06-02 Afotisk finmaterialfattig overveiende uorganisk grusbunn i kystvann,MA06-M005-02,MA06-M020-01,MA06-M050-01
1219,390,NIN-3.0-T-C-PE-NA-MB-MA06-01,MA06-01,MA06-01 Afotisk finmaterialfattig overveiende uorganisk sandbunn i kystvann,MA06-M005-01,MA06-M020-01,MA06-M050-01
1220,391,NIN-3.0-T-C-PE-NA-MB-MA05-01,MA05-01,MA05-01 Finmaterialfattig overveiende uorganisk saltvanns-sandbunn ovenfor rødalgebeltet,MA05-M005-01,MA05-M020-01,MA05-M050-01
1221,391,NIN-3.0-T-C-PE-NA-MB-MA05-08,MA05-08,MA05-08 Finmaterialfattig overveiende uorganisk saltvanns-grusbunn i rødalgebeltet,MA05-M005-08,MA05-M020-01,MA05-M050-01
1222,391,NIN-3.0-T-C-PE-NA-MB-MA05-07,MA05-07,MA05-07 Finmaterialfattig overveiende uorganisk saltvanns-sandbunn i rødalgebeltet,MA05-M005-07,MA05-M020-01,MA05-M050-01
1223,391,NIN-3.0-T-C-PE-NA-MB-MA05-06,MA05-06,MA05-06 Finmaterialrik til -dominert overveiende uorganisk saltvanns-sedimentbunn av leire og silt ovenfor rødalgebeltet,MA05-M005-06,MA05-M020-04,MA05-M050-02
1224,391,NIN-3.0-T-C-PE-NA-MB-MA05-05,MA05-05,MA05-05 Noe finmaterialrik overveiende uorganisk saltvanns-grusbunn ovenfor rødalgebeltet,MA05-M005-05,MA05-M020-03,MA05-M050-01
1225,391,NIN-3.0-T-C-PE-NA-MB-MA05-04,MA05-04,MA05-04 Noe finmaterialrik overveiende uorganisk saltvanns-sandbunn ovenfor rødalgebeltet,MA05-M005-04,MA05-M020-03,MA05-M050-01
1226,391,NIN-3.0-T-C-PE-NA-MB-MA05-03,MA05-03,MA05-03 Finmaterialfattig overveiende uorganisk saltvanns-steinbunn ovenfor rødalgebeltet,MA05-M005-03,MA05-M020-02,MA05-M050-01
1227,391,NIN-3.0-T-C-PE-NA-MB-MA05-02,MA05-02,MA05-02 Finmaterialfattig overveiende uorganisk saltvanns-grusbunn ovenfor rødalgebeltet,MA05-M005-02,MA05-M020-01,MA05-M050-01
1228,391,NIN-3.0-T-C-PE-NA-MB-MA05-16,MA05-16,MA05-16 Eufotisk saltvanns-sedimentbunn av konsolidert leire,MA05-M005-15,MA05-M020-05,MA05-M050-02
