fid,hovedtyper_fkey,langkode,kode_id,navn
544,392,NiN-3.0-T-C-PE-NA-MB-OC02-M005-01,OC02-M005-01,OC02-M005-01 Silt- til steinbunn i varm ferskvannskilde
545,393,NiN-3.0-T-C-PE-NA-MB-OC01-M005-03,OC01-M005-03,OC01-M005-03 Kalkrik svak ferskvannskildebunn
546,393,NiN-3.0-T-C-PE-NA-MB-OC01-M005-04,OC01-M005-04,OC01-M005-04 Kalkrik sterk ferskvannskildebunn
547,393,NiN-3.0-T-C-PE-NA-MB-OC01-M005-02,OC01-M005-02,OC01-M005-02 Kalkfattig sterk ferskvannskildebunn
548,393,NiN-3.0-T-C-PE-NA-MB-OC01-M005-01,OC01-M005-01,OC01-M005-01 Kalkfattig svak ferskvannskildebunn
549,394,NiN-3.0-T-C-PE-NA-MB-OB01-M005-02,OB01-M005-02,OB01-M005-02 Kalkrik undervannseng i elv
550,394,NiN-3.0-T-C-PE-NA-MB-OB01-M005-01,OB01-M005-01,OB01-M005-01 Kalkfattig undervannseng i elv
551,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-12,OA02-M005-12,OA02-M005-12 Noe kalkfattig steinbunn i humøs elv
552,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-11,OA02-M005-11,OA02-M005-11 Svært kalkfattig steinbunn i humøs elv
553,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-10,OA02-M005-10,OA02-M005-10 Grusbunn i humøs elv
554,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-18,OA02-M005-18,OA02-M005-18 Pusleplante-elvebunn
555,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-17,OA02-M005-17,OA02-M005-17 Turbid elvesedimentbunn
556,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-16,OA02-M005-16,OA02-M005-16 Noe kalkfattig til kalkrik sedimentbunn i grotte
557,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-15,OA02-M005-15,OA02-M005-15 Utstrømspåvirket noe kalkfattig til kalkrik elvebunn
558,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-14,OA02-M005-14,OA02-M005-14 Utstrømspåvirket svært til ekstremt kalkfattig elvebunn
559,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-13,OA02-M005-13,OA02-M005-13 Kalkrik steinbunn i humøs elv
560,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-09,OA02-M005-09,OA02-M005-09 Silt- til sandbunn i humøs elv
561,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-08,OA02-M005-08,OA02-M005-08 Kalkrik steinbunn i klar elv
562,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-07,OA02-M005-07,OA02-M005-07 Noe kalkfattig steinbunn i klar elv
563,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-06,OA02-M005-06,OA02-M005-06 Noe kalkfattig til kalkrik grusbunn i klar elv
564,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-05,OA02-M005-05,OA02-M005-05 Noe kalkfattig til kalkrik silt- til sandbunn i klar elv
565,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-04,OA02-M005-04,OA02-M005-04 Svært kalkfattig steinbunn i klar elv
566,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-03,OA02-M005-03,OA02-M005-03 Ekstremt kalkfattig steinbunn i klar elv
567,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-02,OA02-M005-02,OA02-M005-02 Svært til ekstremt kalkfattig grusbunn i klar elv
568,395,NiN-3.0-T-C-PE-NA-MB-OA02-M005-01,OA02-M005-01,OA02-M005-01 Svært til ekstremt kalkfattig silt- til sandbunn i klar elv
569,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-11,OA01-M005-11,OA01-M005-11 Ekstremt og svært kalkfattig fastbunn i humøs og rolig elv
570,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-10,OA01-M005-10,OA01-M005-10 Svært kalkrik fastbunn i klar elv med stryk
571,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-09,OA01-M005-09,OA01-M005-09 Svært kalkrik fastbunn i klar og rolig elv
572,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-16,OA01-M005-16,OA01-M005-16 Fast elvebunn i grotte
573,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-15,OA01-M005-15,OA01-M005-15 Turbid fast elvebunn
574,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-14,OA01-M005-14,OA01-M005-14 Noe kalkfattig og kalkrik fastbunn i humøs elv med stryk
575,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-13,OA01-M005-13,OA01-M005-13 Noe kalkfattig og kalkrik fastbunn i humøs og rolig elv
576,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-12,OA01-M005-12,OA01-M005-12 Ekstremt og svært kalkfattig fastbunn i humøs elv med stryk
577,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-08,OA01-M005-08,OA01-M005-08 Moderat kalkrik fastbunn i klar elv med stryk
578,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-07,OA01-M005-07,OA01-M005-07 Moderat kalkrik fastbunn i klar og rolig elv
579,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-06,OA01-M005-06,OA01-M005-06 Noe kalkfattig fastbunn i klar elv med stryk
580,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-05,OA01-M005-05,OA01-M005-05 Noe kalkfattig fastbunn i klar og rolig elv
581,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-04,OA01-M005-04,OA01-M005-04 Svært kalkfattig fastbunn i klar elv med stryk
582,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-03,OA01-M005-03,OA01-M005-03 Svært kalkfattig fastbunn i klar og rolig elv
583,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-02,OA01-M005-02,OA01-M005-02 Ekstremt kalkfattig fastbunn i klar elv med stryk
584,396,NiN-3.0-T-C-PE-NA-MB-OA01-M005-01,OA01-M005-01,OA01-M005-01 Ekstremt kalkfattig fastbunn i klar og rolig elv
585,397,NiN-3.0-T-C-PE-NA-MB-LM05-M005-04,LM05-M005-04,LM05-M005-04 Kronisk forsuret fast innsjøbunn
586,397,NiN-3.0-T-C-PE-NA-MB-LM05-M005-03,LM05-M005-03,LM05-M005-03 Kronisk forsuret eller eutrofiert innsjøbunn
587,397,NiN-3.0-T-C-PE-NA-MB-LM05-M005-02,LM05-M005-02,LM05-M005-02 Kronisk saltpåvirket innsjøbunn
588,397,NiN-3.0-T-C-PE-NA-MB-LM05-M005-01,LM05-M005-01,LM05-M005-01 Kronisk kjemisk påvirket innsjøbunn
589,398,NiN-3.0-T-C-PE-NA-MB-LM04-M005-03,LM04-M005-03,LM04-M005-03 Reguleringssone i innsjø
590,398,NiN-3.0-T-C-PE-NA-MB-LM04-M005-02,LM04-M005-02,LM04-M005-02 Kalkrik kronisk fysisk forstyrret innsjøbunn
591,398,NiN-3.0-T-C-PE-NA-MB-LM04-M005-01,LM04-M005-01,LM04-M005-01 Kalkfattig kronisk fysisk forstyrret innsjøbunn
592,399,NiN-3.0-T-C-PE-NA-MB-LM03-M005-02,LM03-M005-02,LM03-M005-02 Kalkrik ny innsjøbunn fra våtmarkssystemer
593,399,NiN-3.0-T-C-PE-NA-MB-LM03-M005-01,LM03-M005-01,LM03-M005-01 Kalkfattig ny innsjøbunn fra våtmarkssystemer
594,400,NiN-3.0-T-C-PE-NA-MB-LM02-M005-02,LM02-M005-02,LM02-M005-02 Kalkrik ny innsjøbunn fra elvebunn
595,400,NiN-3.0-T-C-PE-NA-MB-LM02-M005-01,LM02-M005-01,LM02-M005-01 Kalkfattig ny innsjøbunn fra elvebunn
596,401,NiN-3.0-T-C-PE-NA-MB-LM01-M005-05,LM01-M005-05,LM01-M005-05 Kalkrik ny innsjø-sedimentbunn
597,401,NiN-3.0-T-C-PE-NA-MB-LM01-M005-04,LM01-M005-04,LM01-M005-04 Kalkfattig ny innsjø-sedimentbunn
598,401,NiN-3.0-T-C-PE-NA-MB-LM01-M005-03,LM01-M005-03,LM01-M005-03 Kalkrik syntetisk innsjøbunn
599,401,NiN-3.0-T-C-PE-NA-MB-LM01-M005-02,LM01-M005-02,LM01-M005-02 Kalkfattig syntetisk innsjøbunn
600,401,NiN-3.0-T-C-PE-NA-MB-LM01-M005-01,LM01-M005-01,LM01-M005-01 Sterkt endret ny fast innsjøbunn
601,402,NiN-3.0-T-C-PE-NA-MB-LJ01-M005-01,LJ01-M005-01,LJ01-M005-01 Klart endret innsjøbunn preget av næringsstoff-overbelastning
602,403,NiN-3.0-T-C-PE-NA-MB-LG01-M005-01,LG01-M005-01,LG01-M005-01 Ny innsjøbunn
603,404,NiN-3.0-T-C-PE-NA-MB-LC06-M005-02,LC06-M005-02,LC06-M005-02 Svært sterkt og disruptivt naturlig gjødslingspreget innsjøbunn
604,404,NiN-3.0-T-C-PE-NA-MB-LC06-M005-01,LC06-M005-01,LC06-M005-01 Markert naturlig gjødslingspreget innsjøbunn
605,405,NiN-3.0-T-C-PE-NA-MB-LC05-M005-02,LC05-M005-02,LC05-M005-02 Havis-overflate-innsjøbunn
606,405,NiN-3.0-T-C-PE-NA-MB-LC05-M005-01,LC05-M005-01,LC05-M005-01 Breoverflate-innsjøbunn
607,406,NiN-3.0-T-C-PE-NA-MB-LC04-M005-05,LC04-M005-05,LC04-M005-05 Anoksisk innsjøbunn betinget av kalkrikt vann
608,406,NiN-3.0-T-C-PE-NA-MB-LC04-M005-07,LC04-M005-07,LC04-M005-07 Anoksisk innsjøbunn betinget av svovelrikt vann
609,406,NiN-3.0-T-C-PE-NA-MB-LC04-M005-06,LC04-M005-06,LC04-M005-06 Anoksisk innsjøbunn betinget av humusrikt vann
610,406,NiN-3.0-T-C-PE-NA-MB-LC04-M005-04,LC04-M005-04,LC04-M005-04 Anoksisk innsjøbunn betinget av jernholdig vann
611,406,NiN-3.0-T-C-PE-NA-MB-LC04-M005-03,LC04-M005-03,LC04-M005-03 Anoksisk innsjøbunn betinget av saltholdig kildevann
612,406,NiN-3.0-T-C-PE-NA-MB-LC04-M005-02,LC04-M005-02,LC04-M005-02 Anoksisk innsjøbunn med gammelt havvann
613,406,NiN-3.0-T-C-PE-NA-MB-LC04-M005-01,LC04-M005-01,LC04-M005-01 Innsjøbunn med periodisk oksygenmangel
614,407,NiN-3.0-T-C-PE-NA-MB-LC03-M005-02,LC03-M005-02,LC03-M005-02 Kalkrik innsjøbunn av grovt organisk materiale
615,407,NiN-3.0-T-C-PE-NA-MB-LC03-M005-01,LC03-M005-01,LC03-M005-01 Kalkfattig innsjøbunn av grovt organisk materiale
616,408,NiN-3.0-T-C-PE-NA-MB-LC02-M005-04,LC02-M005-04,LC02-M005-04 Svært kalkrik innsjøbunn av dy og gytje
617,408,NiN-3.0-T-C-PE-NA-MB-LC02-M005-03,LC02-M005-03,LC02-M005-03 Moderat kalkrik innsjøbunn av dy og gytje
618,408,NiN-3.0-T-C-PE-NA-MB-LC02-M005-02,LC02-M005-02,LC02-M005-02 Noe kalkfattig innsjøbunn av dy og gytje
619,408,NiN-3.0-T-C-PE-NA-MB-LC02-M005-01,LC02-M005-01,LC02-M005-01 Svært kalkfattig innsjøbunn av dy og gytje
620,409,NiN-3.0-T-C-PE-NA-MB-LC01-M005-05,LC01-M005-05,LC01-M005-05 Høljegjøl-bunn på fast torv
621,409,NiN-3.0-T-C-PE-NA-MB-LC01-M005-04,LC01-M005-04,LC01-M005-04 Svært kalkrik flarkgjøl-bunn på fast torv
622,409,NiN-3.0-T-C-PE-NA-MB-LC01-M005-03,LC01-M005-03,LC01-M005-03 Moderat kalkrik flarkgjøl-bunn på fast torv
623,409,NiN-3.0-T-C-PE-NA-MB-LC01-M005-02,LC01-M005-02,LC01-M005-02 Noe kalkfattig flarkgjøl-bunn på fast torv
624,409,NiN-3.0-T-C-PE-NA-MB-LC01-M005-01,LC01-M005-01,LC01-M005-01 Svært kalkfattig flarkgjøl-bunn på fast torv
625,410,NiN-3.0-T-C-PE-NA-MB-LB02-M005-03,LB02-M005-03,LB02-M005-03 Svært kalkrik undervannseng i innsjø
626,410,NiN-3.0-T-C-PE-NA-MB-LB02-M005-02,LB02-M005-02,LB02-M005-02 Moderat kalkrik undervannseng i innsjø
627,410,NiN-3.0-T-C-PE-NA-MB-LB02-M005-01,LB02-M005-01,LB02-M005-01 Kalkfattig undervannseng i innsjø
628,411,NiN-3.0-T-C-PE-NA-MB-LB01-M005-03,LB01-M005-03,LB01-M005-03 Svært kalkrik helofytt-ferskvannssump
629,411,NiN-3.0-T-C-PE-NA-MB-LB01-M005-02,LB01-M005-02,LB01-M005-02 Moderat kalkrik helofytt-ferskvannssump
630,411,NiN-3.0-T-C-PE-NA-MB-LB01-M005-01,LB01-M005-01,LB01-M005-01 Kalkfattig helofytt-ferskvannssump
631,412,NiN-3.0-T-C-PE-NA-MB-LA03-M005-03,LA03-M005-03,LA03-M005-03 Kalkrik afotisk innsjøbunn
632,412,NiN-3.0-T-C-PE-NA-MB-LA03-M005-04,LA03-M005-04,LA03-M005-04 Innsjøbunn i grotte
633,412,NiN-3.0-T-C-PE-NA-MB-LA03-M005-02,LA03-M005-02,LA03-M005-02 Noe kalkfattig afotisk innsjøbunn
634,412,NiN-3.0-T-C-PE-NA-MB-LA03-M005-01,LA03-M005-01,LA03-M005-01 Svært kalkfattig afotisk innsjøbunn
635,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-08,LA02-M005-08,LA02-M005-08 Moderat kalkrik innsjø-sedimentbunn av silt til sand i strandkant og plantebeltet
636,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-15,LA02-M005-15,LA02-M005-15 Pusleplante-innsjøbunn
637,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-14,LA02-M005-14,LA02-M005-14 Turbid innsjø-sedimentbunn
638,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-13,LA02-M005-13,LA02-M005-13 Kalkrik innsjø-sedimentbunn av stein til blokker i strandkant og plantebeltet
639,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-12,LA02-M005-12,LA02-M005-12 Svært kalkrik innsjø-sedimentbunn av grus i strandkant og karplantebeltet
640,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-11,LA02-M005-11,LA02-M005-11 Moderat kalkrik innsjø-sedimentbunn av grus i strandkant og plantebeltet
641,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-10,LA02-M005-10,LA02-M005-10 Kalkrik innsjø-sedimentbunn av leire i strandkant og karplantebeltet
642,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-09,LA02-M005-09,LA02-M005-09 Svært kalkrik innsjø-sedimentbunn av silt til sand i strandkant og plantebeltet
643,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-07,LA02-M005-07,LA02-M005-07 Kalkfattig innsjø-sedimentbunn av stein til blokker i strandkant og karplantebeltet
644,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-06,LA02-M005-06,LA02-M005-06 Noe kalkfattig innsjø-sedimentbunn av grus i strandkant og plantebeltet
645,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-05,LA02-M005-05,LA02-M005-05 Svært kalkfattig innsjø-sedimentbunn av grus i strandkant og plantebeltet
646,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-04,LA02-M005-04,LA02-M005-04 Noe kalkfattig innsjø-sedimentbunn av silt til sand i plantebeltet
647,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-03,LA02-M005-03,LA02-M005-03 Svært kalkfattig innsjø-sedimentbunn av silt til sand i plantebeltet
648,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-02,LA02-M005-02,LA02-M005-02 Noe kalkfattig innsjø-sedimentbunn av silt til sand i strandkant
649,413,NiN-3.0-T-C-PE-NA-MB-LA02-M005-01,LA02-M005-01,LA02-M005-01 Svært kalkfattig innsjø-sedimentbunn av silt til sand i strandkant
650,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-11,LA01-M005-11,LA01-M005-11 Svært kalkrik og eksponert fast strandkant-innsjøbunn
651,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-13,LA01-M005-13,LA01-M005-13 Turbid eufotisk fast innsjøbunn
652,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-12,LA01-M005-12,LA01-M005-12 Svært kalkrik beskyttet grunn fast innsjøbunn
653,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-06,LA01-M005-06,LA01-M005-06 Noe kalkfattig beskyttet grunn fast innsjøbunn
654,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-10,LA01-M005-10,LA01-M005-10 Svært kalkrik og beskyttet fast strandkant-innsjøbunn
655,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-09,LA01-M005-09,LA01-M005-09 Moderat kalkrik beskyttet grunn fast innsjøbunn
656,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-08,LA01-M005-08,LA01-M005-08 Moderat kalkrik og eksponert fast strandkant-innsjøbunn
657,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-07,LA01-M005-07,LA01-M005-07 Moderat kalkrik og beskyttet fast strandkant-innsjøbunn
658,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-05,LA01-M005-05,LA01-M005-05 Noe kalkfattig og eksponert fast strandkant-innsjøbunn
659,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-04,LA01-M005-04,LA01-M005-04 Noe kalkfattig og beskyttet fast strandkant-innsjøbunn
660,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-03,LA01-M005-03,LA01-M005-03 Svært kalkfattig beskyttet grunn fast innsjøbunn
661,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-02,LA01-M005-02,LA01-M005-02 Svært kalkfattig og eksponert fast strandkant-innsjøbunn
662,414,NiN-3.0-T-C-PE-NA-MB-LA01-M005-01,LA01-M005-01,LA01-M005-01 Svært kalkfattig og beskyttet fast strandkant-innsjøbunn
663,415,NiN-3.0-T-C-PE-NA-MB-IA01-M005-03,IA01-M005-03,IA01-M005-03 Kryokonitt-preget breoverflate
664,415,NiN-3.0-T-C-PE-NA-MB-IA01-M005-04,IA01-M005-04,IA01-M005-04 Polar havis-overside
665,415,NiN-3.0-T-C-PE-NA-MB-IA01-M005-02,IA01-M005-02,IA01-M005-02 Jevn breoverflate
666,415,NiN-3.0-T-C-PE-NA-MB-IA01-M005-01,IA01-M005-01,IA01-M005-01 Varig snø
667,278,NIN-3.0-T-C-PE-NA-VM-FM05-02,FM05-M005-02,FM05-M005-02 Sterkt endrede kalkrike elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
668,278,NIN-3.0-T-C-PE-NA-VM-FM05-01,FM05-M005-01,FM05-M005-01 Sterkt endrede kalkfattige elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
669,279,NIN-3.0-T-C-PE-NA-VM-FM04-01,FM04-M005-01,FM04-M005-01 Sterkt forsurede elvevannmassesystemer
670,280,NIN-3.0-T-C-PE-NA-VM-FM03-02,FM03-M005-02,FM03-M005-02 Sterkt endrede kalkrike innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
671,280,NIN-3.0-T-C-PE-NA-VM-FM03-01,FM03-M005-01,FM03-M005-01 Sterkt endrede kalkfattige innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
672,281,NIN-3.0-T-C-PE-NA-VM-FM02-04,FM02-M005-04,FM02-M005-04 Kronisk forsurede innsjø-vannmassesystemer
673,281,NIN-3.0-T-C-PE-NA-VM-FM02-03,FM02-M005-03,FM02-M005-03 Kronisk eutrofierte innsjø-vannmassesystemer
674,281,NIN-3.0-T-C-PE-NA-VM-FM02-02,FM02-M005-02,FM02-M005-02 Kronisk saltpåvirkede innsjø-vannmassesystemer
675,281,NIN-3.0-T-C-PE-NA-VM-FM02-01,FM02-M005-01,FM02-M005-01 Kronisk kjemisk påvirkede innsjø-vannmassesystemer
676,282,NIN-3.0-T-C-PE-NA-VM-FM01-08,FM01-M005-08,FM01-M005-08 Kalkrike lagdelte nye innsjø-vannmassesystemer med fisk
677,282,NIN-3.0-T-C-PE-NA-VM-FM01-07,FM01-M005-07,FM01-M005-07 Kalkrike grunne nye innsjø-vannmassesystemer med fisk
678,282,NIN-3.0-T-C-PE-NA-VM-FM01-06,FM01-M005-06,FM01-M005-06 Kalkfattige lagdelte nye innsjø-vannmassesystemer med fisk
679,282,NIN-3.0-T-C-PE-NA-VM-FM01-05,FM01-M005-05,FM01-M005-05 Kalkfattige grunne nye innsjø-vannmassesystemer med fisk
680,282,NIN-3.0-T-C-PE-NA-VM-FM01-04,FM01-M005-04,FM01-M005-04 Kalkrike lagdelte nye innsjø-vannmassesystemer uten fisk
681,282,NIN-3.0-T-C-PE-NA-VM-FM01-03,FM01-M005-03,FM01-M005-03 Kalkrike grunne nye innsjø-vannmassesystemer uten fisk
682,282,NIN-3.0-T-C-PE-NA-VM-FM01-02,FM01-M005-02,FM01-M005-02 Kalkfattige lagdelte nye innsjø-vannmassesystemer uten fisk
683,282,NIN-3.0-T-C-PE-NA-VM-FM01-01,FM01-M005-01,FM01-M005-01 Kalkfattige grunne nye innsjø-vannmassesystemer uten fisk
684,283,NIN-3.0-T-C-PE-NA-VM-FC05-02,FC05-M005-02,FC05-M005-02 Limniske vannmassesystemer på havis-overflate
685,283,NIN-3.0-T-C-PE-NA-VM-FC05-01,FC05-M005-01,FC05-M005-01 Limniske vannmassesystemer på breoverflate
686,284,NIN-3.0-T-C-PE-NA-VM-FC04-06,FC04-M005-06,FC04-M005-06 Oksygenfrie innsjø-vannmassesystemer betinget av humusrikt vann
687,284,NIN-3.0-T-C-PE-NA-VM-FC04-05,FC04-M005-05,FC04-M005-05 Oksygenfrie innsjø-vannmassesystemer betinget av kalkrikt vann
688,284,NIN-3.0-T-C-PE-NA-VM-FC04-04,FC04-M005-04,FC04-M005-04 Oksygenfrie innsjø-vannmassesystemer betinget av jernholdig vann
689,284,NIN-3.0-T-C-PE-NA-VM-FC04-03,FC04-M005-03,FC04-M005-03 Oksygenfrie innsjø-vannmassesystemer betinget av saltholdig kildevann
690,284,NIN-3.0-T-C-PE-NA-VM-FC04-02,FC04-M005-02,FC04-M005-02 Oksygenfrie innsjø-vannmassesystemer betinget av gammelt havvann
691,284,NIN-3.0-T-C-PE-NA-VM-FC04-01,FC04-M005-01,FC04-M005-01 Innsjø-vannmassesystemer med periodisk oksygenmangel
692,285,NIN-3.0-T-C-PE-NA-VM-FC03-02,FC03-M005-02,FC03-M005-02 Svært sterkt og disruptivt naturlig gjødslingspregede limniske vannmassesystemer
693,285,NIN-3.0-T-C-PE-NA-VM-FC03-01,FC03-M005-01,FC03-M005-01 Markert naturlig gjødslingspregede limniske vannmassesystemer
694,286,NIN-3.0-T-C-PE-NA-VM-FC02-01,FC02-M005-01,FC02-M005-01 Grottesjø-vannmassesystemer
695,287,NIN-3.0-T-C-PE-NA-VM-FC01-03,FC01-M005-03,FC01-M005-03 Svært turbide bresjø-vannmassesystemer
696,287,NIN-3.0-T-C-PE-NA-VM-FC01-02,FC01-M005-02,FC01-M005-02 Kalkrike turbide bresjø-vannmassesystemer
697,287,NIN-3.0-T-C-PE-NA-VM-FC01-01,FC01-M005-01,FC01-M005-01 Kalkfattige turbide bresjø-vannmassesystemer
698,288,NIN-3.0-T-C-PE-NA-VM-FB03-02,FB03-M005-02,FB03-M005-02 Elvevannmassesystemer med fisk
699,288,NIN-3.0-T-C-PE-NA-VM-FB03-01,FB03-M005-01,FB03-M005-01 Elvevannmassesystemer uten fisk
700,289,NIN-3.0-T-C-PE-NA-VM-FB02-18,FB02-M005-18,FB02-M005-18 Svært kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
701,289,NIN-3.0-T-C-PE-NA-VM-FB02-17,FB02-M005-17,FB02-M005-17 Moderat kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
702,289,NIN-3.0-T-C-PE-NA-VM-FB02-16,FB02-M005-16,FB02-M005-16 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
703,289,NIN-3.0-T-C-PE-NA-VM-FB02-15,FB02-M005-15,FB02-M005-15 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
704,289,NIN-3.0-T-C-PE-NA-VM-FB02-14,FB02-M005-14,FB02-M005-14 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
705,289,NIN-3.0-T-C-PE-NA-VM-FB02-13,FB02-M005-13,FB02-M005-13 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
706,289,NIN-3.0-T-C-PE-NA-VM-FB02-12,FB02-M005-12,FB02-M005-12 Svært kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
707,289,NIN-3.0-T-C-PE-NA-VM-FB02-11,FB02-M005-11,FB02-M005-11 Moderat kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
708,289,NIN-3.0-T-C-PE-NA-VM-FB02-10,FB02-M005-10,FB02-M005-10 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
709,289,NIN-3.0-T-C-PE-NA-VM-FB02-09,FB02-M005-09,FB02-M005-09 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
710,289,NIN-3.0-T-C-PE-NA-VM-FB02-08,FB02-M005-08,FB02-M005-08 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
711,289,NIN-3.0-T-C-PE-NA-VM-FB02-07,FB02-M005-07,FB02-M005-07 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
712,289,NIN-3.0-T-C-PE-NA-VM-FB02-06,FB02-M005-06,FB02-M005-06 Svært kalkrike grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
713,289,NIN-3.0-T-C-PE-NA-VM-FB02-05,FB02-M005-05,FB02-M005-05 Moderat kalkrike grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
714,289,NIN-3.0-T-C-PE-NA-VM-FB02-04,FB02-M005-04,FB02-M005-04 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
715,289,NIN-3.0-T-C-PE-NA-VM-FB02-03,FB02-M005-03,FB02-M005-03 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
716,289,NIN-3.0-T-C-PE-NA-VM-FB02-02,FB02-M005-02,FB02-M005-02 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
717,289,NIN-3.0-T-C-PE-NA-VM-FB02-01,FB02-M005-01,FB02-M005-01 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
718,290,NIN-3.0-T-C-PE-NA-VM-FB01-18,FB01-M005-18,FB01-M005-18 Svært kalkrike lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
719,290,NIN-3.0-T-C-PE-NA-VM-FB01-17,FB01-M005-17,FB01-M005-17 Moderat kalkrike lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
720,290,NIN-3.0-T-C-PE-NA-VM-FB01-16,FB01-M005-16,FB01-M005-16 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
721,290,NIN-3.0-T-C-PE-NA-VM-FB01-15,FB01-M005-15,FB01-M005-15 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
